"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	Count
	"Other Oral Cavity and Pharynx"	"20100"	"Florida"	"12"	162
	"Other Oral Cavity and Pharynx"	"20100"	"Georgia"	"13"	40
	"Other Oral Cavity and Pharynx"	"20100"	"Illinois"	"17"	24
	"Other Oral Cavity and Pharynx"	"20100"	"Indiana"	"18"	32
	"Other Oral Cavity and Pharynx"	"20100"	"Kentucky"	"21"	27
	"Other Oral Cavity and Pharynx"	"20100"	"Louisiana"	"22"	18
	"Other Oral Cavity and Pharynx"	"20100"	"Massachusetts"	"25"	36
	"Other Oral Cavity and Pharynx"	"20100"	"Michigan"	"26"	29
	"Other Oral Cavity and Pharynx"	"20100"	"New York"	"36"	40
	"Other Oral Cavity and Pharynx"	"20100"	"North Carolina"	"37"	28
	"Other Oral Cavity and Pharynx"	"20100"	"Ohio"	"39"	18
	"Other Oral Cavity and Pharynx"	"20100"	"Pennsylvania"	"42"	24
	"Other Oral Cavity and Pharynx"	"20100"	"Tennessee"	"47"	17
	"Other Oral Cavity and Pharynx"	"20100"	"Texas"	"48"	89
	"Other Oral Cavity and Pharynx"	"20100"	"Virginia"	"51"	20
	"Digestive System"	"21010-21130"	"Alabama"	"01"	4366
	"Digestive System"	"21010-21130"	"Alaska"	"02"	536
	"Digestive System"	"21010-21130"	"Arizona"	"04"	4666
	"Digestive System"	"21010-21130"	"Arkansas"	"05"	2553
	"Digestive System"	"21010-21130"	"California"	"06"	29785
	"Digestive System"	"21010-21130"	"Colorado"	"08"	3441
	"Digestive System"	"21010-21130"	"Connecticut"	"09"	3520
	"Digestive System"	"21010-21130"	"Delaware"	"10"	854
	"Digestive System"	"21010-21130"	"District of Columbia"	"11"	565
	"Digestive System"	"21010-21130"	"Florida"	"12"	18447
	"Digestive System"	"21010-21130"	"Georgia"	"13"	7249
	"Digestive System"	"21010-21130"	"Hawaii"	"15"	1456
	"Digestive System"	"21010-21130"	"Idaho"	"16"	1160
	"Digestive System"	"21010-21130"	"Illinois"	"17"	11969
	"Digestive System"	"21010-21130"	"Indiana"	"18"	5747
	"Digestive System"	"21010-21130"	"Iowa"	"19"	3069
	"Digestive System"	"21010-21130"	"Kansas"	"20"	2348
	"Digestive System"	"21010-21130"	"Kentucky"	"21"	4360
	"Digestive System"	"21010-21130"	"Louisiana"	"22"	4486
	"Digestive System"	"21010-21130"	"Maine"	"23"	1365
	"Digestive System"	"21010-21130"	"Maryland"	"24"	4828
	"Digestive System"	"21010-21130"	"Massachusetts"	"25"	6051
	"Digestive System"	"21010-21130"	"Michigan"	"26"	9251
	"Digestive System"	"21010-21130"	"Minnesota"	"27"	4322
	"Digestive System"	"21010-21130"	"Mississippi"	"28"	2946
	"Digestive System"	"21010-21130"	"Missouri"	"29"	5630
	"Digestive System"	"21010-21130"	"Montana"	"30"	937
	"Digestive System"	"21010-21130"	"Nebraska"	"31"	1655
	"Digestive System"	"21010-21130"	"Nevada"	"32"	2097
	"Digestive System"	"21010-21130"	"New Hampshire"	"33"	1118
	"Digestive System"	"21010-21130"	"New Jersey"	"34"	8432
	"Digestive System"	"21010-21130"	"New Mexico"	"35"	1635
	"Digestive System"	"21010-21130"	"New York"	"36"	18957
	"Digestive System"	"21010-21130"	"North Carolina"	"37"	7958
	"Digestive System"	"21010-21130"	"North Dakota"	"38"	627
	"Digestive System"	"21010-21130"	"Ohio"	"39"	10348
	"Digestive System"	"21010-21130"	"Oklahoma"	"40"	3176
	"Digestive System"	"21010-21130"	"Oregon"	"41"	3348
	"Digestive System"	"21010-21130"	"Pennsylvania"	"42"	13490
	"Digestive System"	"21010-21130"	"Rhode Island"	"44"	998
	"Digestive System"	"21010-21130"	"South Carolina"	"45"	4241
	"Digestive System"	"21010-21130"	"South Dakota"	"46"	775
	"Digestive System"	"21010-21130"	"Tennessee"	"47"	5642
	"Digestive System"	"21010-21130"	"Texas"	"48"	18515
	"Digestive System"	"21010-21130"	"Utah"	"49"	1358
	"Digestive System"	"21010-21130"	"Vermont"	"50"	561
	"Digestive System"	"21010-21130"	"Virginia"	"51"	6174
	"Digestive System"	"21010-21130"	"Washington"	"53"	5573
	"Digestive System"	"21010-21130"	"West Virginia"	"54"	1860
	"Digestive System"	"21010-21130"	"Wisconsin"	"55"	4985
	"Digestive System"	"21010-21130"	"Wyoming"	"56"	454
	"Esophagus"	"21010"	"Alabama"	"01"	262
	"Esophagus"	"21010"	"Alaska"	"02"	41
	"Esophagus"	"21010"	"Arizona"	"04"	287
	"Esophagus"	"21010"	"Arkansas"	"05"	134
	"Esophagus"	"21010"	"California"	"06"	1410
	"Esophagus"	"21010"	"Colorado"	"08"	193
	"Esophagus"	"21010"	"Connecticut"	"09"	193
	"Esophagus"	"21010"	"Delaware"	"10"	44
	"Esophagus"	"21010"	"District of Columbia"	"11"	27
	"Esophagus"	"21010"	"Florida"	"12"	1154
	"Esophagus"	"21010"	"Georgia"	"13"	419
	"Esophagus"	"21010"	"Hawaii"	"15"	58
	"Esophagus"	"21010"	"Idaho"	"16"	71
	"Esophagus"	"21010"	"Illinois"	"17"	663
	"Esophagus"	"21010"	"Indiana"	"18"	370
	"Esophagus"	"21010"	"Iowa"	"19"	199
	"Esophagus"	"21010"	"Kansas"	"20"	133
	"Esophagus"	"21010"	"Kentucky"	"21"	231
	"Esophagus"	"21010"	"Louisiana"	"22"	240
	"Esophagus"	"21010"	"Maine"	"23"	125
	"Esophagus"	"21010"	"Maryland"	"24"	289
	"Esophagus"	"21010"	"Massachusetts"	"25"	436
	"Esophagus"	"21010"	"Michigan"	"26"	647
	"Esophagus"	"21010"	"Minnesota"	"27"	256
	"Esophagus"	"21010"	"Mississippi"	"28"	171
	"Esophagus"	"21010"	"Missouri"	"29"	347
	"Esophagus"	"21010"	"Montana"	"30"	69
	"Esophagus"	"21010"	"Nebraska"	"31"	92
	"Esophagus"	"21010"	"Nevada"	"32"	161
	"Esophagus"	"21010"	"New Hampshire"	"33"	95
	"Esophagus"	"21010"	"New Jersey"	"34"	500
	"Esophagus"	"21010"	"New Mexico"	"35"	83
	"Esophagus"	"21010"	"New York"	"36"	1026
	"Esophagus"	"21010"	"North Carolina"	"37"	468
	"Esophagus"	"21010"	"North Dakota"	"38"	38
	"Esophagus"	"21010"	"Ohio"	"39"	737
	"Esophagus"	"21010"	"Oklahoma"	"40"	180
	"Esophagus"	"21010"	"Oregon"	"41"	222
	"Esophagus"	"21010"	"Pennsylvania"	"42"	797
	"Esophagus"	"21010"	"Rhode Island"	"44"	64
	"Esophagus"	"21010"	"South Carolina"	"45"	260
	"Esophagus"	"21010"	"South Dakota"	"46"	42
	"Esophagus"	"21010"	"Tennessee"	"47"	339
	"Esophagus"	"21010"	"Texas"	"48"	912
	"Esophagus"	"21010"	"Utah"	"49"	66
	"Esophagus"	"21010"	"Vermont"	"50"	48
	"Esophagus"	"21010"	"Virginia"	"51"	390
	"Esophagus"	"21010"	"Washington"	"53"	350
	"Esophagus"	"21010"	"West Virginia"	"54"	130
	"Esophagus"	"21010"	"Wisconsin"	"55"	305
	"Esophagus"	"21010"	"Wyoming"	"56"	39
	"Stomach"	"21020"	"Alabama"	"01"	337
	"Stomach"	"21020"	"Alaska"	"02"	48
	"Stomach"	"21020"	"Arizona"	"04"	377
	"Stomach"	"21020"	"Arkansas"	"05"	187
	"Stomach"	"21020"	"California"	"06"	2831
	"Stomach"	"21020"	"Colorado"	"08"	249
	"Stomach"	"21020"	"Connecticut"	"09"	337
	"Stomach"	"21020"	"Delaware"	"10"	62
	"Stomach"	"21020"	"District of Columbia"	"11"	56
	"Stomach"	"21020"	"Florida"	"12"	1503
	"Stomach"	"21020"	"Georgia"	"13"	608
	"Stomach"	"21020"	"Hawaii"	"15"	152
	"Stomach"	"21020"	"Idaho"	"16"	92
	"Stomach"	"21020"	"Illinois"	"17"	1002
	"Stomach"	"21020"	"Indiana"	"18"	408
	"Stomach"	"21020"	"Iowa"	"19"	184
	"Stomach"	"21020"	"Kansas"	"20"	162
	"Stomach"	"21020"	"Kentucky"	"21"	306
	"Stomach"	"21020"	"Louisiana"	"22"	391
	"Stomach"	"21020"	"Maine"	"23"	88
	"Stomach"	"21020"	"Maryland"	"24"	417
	"Stomach"	"21020"	"Massachusetts"	"25"	512
	"Stomach"	"21020"	"Michigan"	"26"	784
	"Stomach"	"21020"	"Minnesota"	"27"	328
	"Stomach"	"21020"	"Mississippi"	"28"	200
	"Stomach"	"21020"	"Missouri"	"29"	371
	"Stomach"	"21020"	"Montana"	"30"	48
	"Stomach"	"21020"	"Nebraska"	"31"	127
	"Stomach"	"21020"	"Nevada"	"32"	161
	"Stomach"	"21020"	"New Hampshire"	"33"	100
	"Stomach"	"21020"	"New Jersey"	"34"	809
	"Stomach"	"21020"	"New Mexico"	"35"	153
	"Stomach"	"21020"	"New York"	"36"	1860
	"Stomach"	"21020"	"North Carolina"	"37"	686
	"Stomach"	"21020"	"North Dakota"	"38"	53
	"Stomach"	"21020"	"Ohio"	"39"	764
	"Stomach"	"21020"	"Oklahoma"	"40"	212
	"Stomach"	"21020"	"Oregon"	"41"	232
	"Stomach"	"21020"	"Pennsylvania"	"42"	1133
	"Stomach"	"21020"	"Rhode Island"	"44"	85
	"Stomach"	"21020"	"South Carolina"	"45"	395
	"Stomach"	"21020"	"South Dakota"	"46"	57
	"Stomach"	"21020"	"Tennessee"	"47"	409
	"Stomach"	"21020"	"Texas"	"48"	1502
	"Stomach"	"21020"	"Utah"	"49"	97
	"Stomach"	"21020"	"Vermont"	"50"	31
	"Stomach"	"21020"	"Virginia"	"51"	533
	"Stomach"	"21020"	"Washington"	"53"	436
	"Stomach"	"21020"	"West Virginia"	"54"	146
	"Stomach"	"21020"	"Wisconsin"	"55"	430
	"Stomach"	"21020"	"Wyoming"	"56"	35
	"Small Intestine"	"21030"	"Alabama"	"01"	139
	"Small Intestine"	"21030"	"Arizona"	"04"	102
	"Small Intestine"	"21030"	"Arkansas"	"05"	81
	"Small Intestine"	"21030"	"California"	"06"	694
	"Small Intestine"	"21030"	"Colorado"	"08"	98
	"Small Intestine"	"21030"	"Connecticut"	"09"	107
	"Small Intestine"	"21030"	"Delaware"	"10"	19
	"Small Intestine"	"21030"	"District of Columbia"	"11"	19
	"Small Intestine"	"21030"	"Florida"	"12"	465
	"Small Intestine"	"21030"	"Georgia"	"13"	252
	"Small Intestine"	"21030"	"Hawaii"	"15"	27
	"Small Intestine"	"21030"	"Idaho"	"16"	43
	"Small Intestine"	"21030"	"Illinois"	"17"	361
	"Small Intestine"	"21030"	"Indiana"	"18"	188
	"Small Intestine"	"21030"	"Iowa"	"19"	106
	"Small Intestine"	"21030"	"Kansas"	"20"	59
	"Small Intestine"	"21030"	"Kentucky"	"21"	135
	"Small Intestine"	"21030"	"Louisiana"	"22"	140
	"Small Intestine"	"21030"	"Maine"	"23"	53
	"Small Intestine"	"21030"	"Maryland"	"24"	163
	"Small Intestine"	"21030"	"Massachusetts"	"25"	139
	"Small Intestine"	"21030"	"Michigan"	"26"	270
	"Small Intestine"	"21030"	"Minnesota"	"27"	127
	"Small Intestine"	"21030"	"Mississippi"	"28"	93
	"Small Intestine"	"21030"	"Missouri"	"29"	173
	"Small Intestine"	"21030"	"Montana"	"30"	22
	"Small Intestine"	"21030"	"Nebraska"	"31"	52
	"Small Intestine"	"21030"	"Nevada"	"32"	38
	"Small Intestine"	"21030"	"New Hampshire"	"33"	48
	"Small Intestine"	"21030"	"New Jersey"	"34"	172
	"Small Intestine"	"21030"	"New Mexico"	"35"	52
	"Small Intestine"	"21030"	"New York"	"36"	496
	"Small Intestine"	"21030"	"North Carolina"	"37"	308
	"Small Intestine"	"21030"	"North Dakota"	"38"	20
	"Small Intestine"	"21030"	"Ohio"	"39"	276
	"Small Intestine"	"21030"	"Oklahoma"	"40"	93
	"Small Intestine"	"21030"	"Oregon"	"41"	100
	"Small Intestine"	"21030"	"Pennsylvania"	"42"	395
	"Small Intestine"	"21030"	"Rhode Island"	"44"	39
	"Small Intestine"	"21030"	"South Carolina"	"45"	140
	"Small Intestine"	"21030"	"South Dakota"	"46"	19
	"Small Intestine"	"21030"	"Tennessee"	"47"	179
	"Small Intestine"	"21030"	"Texas"	"48"	527
	"Small Intestine"	"21030"	"Utah"	"49"	62
	"Small Intestine"	"21030"	"Virginia"	"51"	193
	"Small Intestine"	"21030"	"Washington"	"53"	177
	"Small Intestine"	"21030"	"West Virginia"	"54"	39
	"Small Intestine"	"21030"	"Wisconsin"	"55"	160
	"Small Intestine"	"21030"	"Wyoming"	"56"	21
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	2347
	"Colon and Rectum"	"21041-21052"	"Alaska"	"02"	279
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	2347
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	1399
	"Colon and Rectum"	"21041-21052"	"California"	"06"	14574
	"Colon and Rectum"	"21041-21052"	"Colorado"	"08"	1696
	"Colon and Rectum"	"21041-21052"	"Connecticut"	"09"	1736
	"Colon and Rectum"	"21041-21052"	"Delaware"	"10"	433
	"Colon and Rectum"	"21041-21052"	"District of Columbia"	"11"	268
	"Colon and Rectum"	"21041-21052"	"Florida"	"12"	9253
	"Colon and Rectum"	"21041-21052"	"Georgia"	"13"	3785
	"Colon and Rectum"	"21041-21052"	"Hawaii"	"15"	733
	"Colon and Rectum"	"21041-21052"	"Idaho"	"16"	570
	"Colon and Rectum"	"21041-21052"	"Illinois"	"17"	6322
	"Colon and Rectum"	"21041-21052"	"Indiana"	"18"	3075
	"Colon and Rectum"	"21041-21052"	"Iowa"	"19"	1699
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	1351
	"Colon and Rectum"	"21041-21052"	"Kentucky"	"21"	2443
	"Colon and Rectum"	"21041-21052"	"Louisiana"	"22"	2431
	"Colon and Rectum"	"21041-21052"	"Maine"	"23"	672
	"Colon and Rectum"	"21041-21052"	"Maryland"	"24"	2336
	"Colon and Rectum"	"21041-21052"	"Massachusetts"	"25"	2978
	"Colon and Rectum"	"21041-21052"	"Michigan"	"26"	4591
	"Colon and Rectum"	"21041-21052"	"Minnesota"	"27"	2363
	"Colon and Rectum"	"21041-21052"	"Mississippi"	"28"	1647
	"Colon and Rectum"	"21041-21052"	"Missouri"	"29"	2951
	"Colon and Rectum"	"21041-21052"	"Montana"	"30"	524
	"Colon and Rectum"	"21041-21052"	"Nebraska"	"31"	917
	"Colon and Rectum"	"21041-21052"	"Nevada"	"32"	1114
	"Colon and Rectum"	"21041-21052"	"New Hampshire"	"33"	526
	"Colon and Rectum"	"21041-21052"	"New Jersey"	"34"	4310
	"Colon and Rectum"	"21041-21052"	"New Mexico"	"35"	807
	"Colon and Rectum"	"21041-21052"	"New York"	"36"	9377
	"Colon and Rectum"	"21041-21052"	"North Carolina"	"37"	4002
	"Colon and Rectum"	"21041-21052"	"North Dakota"	"38"	361
	"Colon and Rectum"	"21041-21052"	"Ohio"	"39"	5404
	"Colon and Rectum"	"21041-21052"	"Oklahoma"	"40"	1712
	"Colon and Rectum"	"21041-21052"	"Oregon"	"41"	1643
	"Colon and Rectum"	"21041-21052"	"Pennsylvania"	"42"	6922
	"Colon and Rectum"	"21041-21052"	"Rhode Island"	"44"	501
	"Colon and Rectum"	"21041-21052"	"South Carolina"	"45"	2123
	"Colon and Rectum"	"21041-21052"	"South Dakota"	"46"	471
	"Colon and Rectum"	"21041-21052"	"Tennessee"	"47"	3041
	"Colon and Rectum"	"21041-21052"	"Texas"	"48"	9166
	"Colon and Rectum"	"21041-21052"	"Utah"	"49"	692
	"Colon and Rectum"	"21041-21052"	"Vermont"	"50"	285
	"Colon and Rectum"	"21041-21052"	"Virginia"	"51"	3123
	"Colon and Rectum"	"21041-21052"	"Washington"	"53"	2675
	"Colon and Rectum"	"21041-21052"	"West Virginia"	"54"	1055
	"Colon and Rectum"	"21041-21052"	"Wisconsin"	"55"	2525
	"Colon and Rectum"	"21041-21052"	"Wyoming"	"56"	262
	"Colon excluding Rectum"	"21041-21049"	"Alabama"	"01"	1718
	"Colon excluding Rectum"	"21041-21049"	"Alaska"	"02"	191
	"Colon excluding Rectum"	"21041-21049"	"Arizona"	"04"	1682
	"Colon excluding Rectum"	"21041-21049"	"Arkansas"	"05"	1006
	"Colon excluding Rectum"	"21041-21049"	"California"	"06"	10161
	"Colon excluding Rectum"	"21041-21049"	"Colorado"	"08"	1194
	"Colon excluding Rectum"	"21041-21049"	"Connecticut"	"09"	1242
	"Colon excluding Rectum"	"21041-21049"	"Delaware"	"10"	328
	"Colon excluding Rectum"	"21041-21049"	"District of Columbia"	"11"	203
	"Colon excluding Rectum"	"21041-21049"	"Florida"	"12"	6842
	"Colon excluding Rectum"	"21041-21049"	"Georgia"	"13"	2665
	"Colon excluding Rectum"	"21041-21049"	"Hawaii"	"15"	493
	"Colon excluding Rectum"	"21041-21049"	"Idaho"	"16"	396
	"Colon excluding Rectum"	"21041-21049"	"Illinois"	"17"	4465
	"Colon excluding Rectum"	"21041-21049"	"Indiana"	"18"	2237
	"Colon excluding Rectum"	"21041-21049"	"Iowa"	"19"	1240
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	1018
	"Colon excluding Rectum"	"21041-21049"	"Kentucky"	"21"	1702
	"Colon excluding Rectum"	"21041-21049"	"Louisiana"	"22"	1748
	"Colon excluding Rectum"	"21041-21049"	"Maine"	"23"	472
	"Colon excluding Rectum"	"21041-21049"	"Maryland"	"24"	1689
	"Colon excluding Rectum"	"21041-21049"	"Massachusetts"	"25"	2091
	"Colon excluding Rectum"	"21041-21049"	"Michigan"	"26"	3271
	"Colon excluding Rectum"	"21041-21049"	"Minnesota"	"27"	1713
	"Colon excluding Rectum"	"21041-21049"	"Mississippi"	"28"	1205
	"Colon excluding Rectum"	"21041-21049"	"Missouri"	"29"	2128
	"Colon excluding Rectum"	"21041-21049"	"Montana"	"30"	371
	"Colon excluding Rectum"	"21041-21049"	"Nebraska"	"31"	659
	"Colon excluding Rectum"	"21041-21049"	"Nevada"	"32"	779
	"Colon excluding Rectum"	"21041-21049"	"New Hampshire"	"33"	375
	"Colon excluding Rectum"	"21041-21049"	"New Jersey"	"34"	3087
	"Colon excluding Rectum"	"21041-21049"	"New Mexico"	"35"	558
	"Colon excluding Rectum"	"21041-21049"	"New York"	"36"	6709
	"Colon excluding Rectum"	"21041-21049"	"North Carolina"	"37"	2930
	"Colon excluding Rectum"	"21041-21049"	"North Dakota"	"38"	260
	"Colon excluding Rectum"	"21041-21049"	"Ohio"	"39"	3915
	"Colon excluding Rectum"	"21041-21049"	"Oklahoma"	"40"	1219
	"Colon excluding Rectum"	"21041-21049"	"Oregon"	"41"	1162
	"Colon excluding Rectum"	"21041-21049"	"Pennsylvania"	"42"	5022
	"Colon excluding Rectum"	"21041-21049"	"Rhode Island"	"44"	363
	"Colon excluding Rectum"	"21041-21049"	"South Carolina"	"45"	1557
	"Colon excluding Rectum"	"21041-21049"	"South Dakota"	"46"	344
	"Colon excluding Rectum"	"21041-21049"	"Tennessee"	"47"	2212
	"Colon excluding Rectum"	"21041-21049"	"Texas"	"48"	6523
	"Colon excluding Rectum"	"21041-21049"	"Utah"	"49"	482
	"Colon excluding Rectum"	"21041-21049"	"Vermont"	"50"	194
	"Colon excluding Rectum"	"21041-21049"	"Virginia"	"51"	2226
	"Colon excluding Rectum"	"21041-21049"	"Washington"	"53"	1885
	"Colon excluding Rectum"	"21041-21049"	"West Virginia"	"54"	763
	"Colon excluding Rectum"	"21041-21049"	"Wisconsin"	"55"	1880
	"Colon excluding Rectum"	"21041-21049"	"Wyoming"	"56"	173
	"Cecum"	"21041"	"Alabama"	"01"	352
	"Cecum"	"21041"	"Alaska"	"02"	29
	"Cecum"	"21041"	"Arizona"	"04"	350
	"Cecum"	"21041"	"Arkansas"	"05"	193
	"Cecum"	"21041"	"California"	"06"	2148
	"Cecum"	"21041"	"Colorado"	"08"	271
	"Cecum"	"21041"	"Connecticut"	"09"	260
	"Cecum"	"21041"	"Delaware"	"10"	67
	"Cecum"	"21041"	"District of Columbia"	"11"	37
	"Cecum"	"21041"	"Florida"	"12"	1467
	"Cecum"	"21041"	"Georgia"	"13"	592
	"Cecum"	"21041"	"Hawaii"	"15"	72
	"Cecum"	"21041"	"Idaho"	"16"	96
	"Cecum"	"21041"	"Illinois"	"17"	985
	"Cecum"	"21041"	"Indiana"	"18"	515
	"Cecum"	"21041"	"Iowa"	"19"	310
	"Cecum"	"21041"	"Kansas"	"20"	223
	"Cecum"	"21041"	"Kentucky"	"21"	380
	"Cecum"	"21041"	"Louisiana"	"22"	368
	"Cecum"	"21041"	"Maine"	"23"	108
	"Cecum"	"21041"	"Maryland"	"24"	346
	"Cecum"	"21041"	"Massachusetts"	"25"	468
	"Cecum"	"21041"	"Michigan"	"26"	716
	"Cecum"	"21041"	"Minnesota"	"27"	378
	"Cecum"	"21041"	"Mississippi"	"28"	242
	"Cecum"	"21041"	"Missouri"	"29"	454
	"Cecum"	"21041"	"Montana"	"30"	79
	"Cecum"	"21041"	"Nebraska"	"31"	142
	"Cecum"	"21041"	"Nevada"	"32"	178
	"Cecum"	"21041"	"New Hampshire"	"33"	99
	"Cecum"	"21041"	"New Jersey"	"34"	614
	"Cecum"	"21041"	"New Mexico"	"35"	116
	"Cecum"	"21041"	"New York"	"36"	1440
	"Cecum"	"21041"	"North Carolina"	"37"	626
	"Cecum"	"21041"	"North Dakota"	"38"	69
	"Cecum"	"21041"	"Ohio"	"39"	899
	"Cecum"	"21041"	"Oklahoma"	"40"	234
	"Cecum"	"21041"	"Oregon"	"41"	259
	"Cecum"	"21041"	"Pennsylvania"	"42"	1132
	"Cecum"	"21041"	"Rhode Island"	"44"	78
	"Cecum"	"21041"	"South Carolina"	"45"	377
	"Cecum"	"21041"	"South Dakota"	"46"	66
	"Cecum"	"21041"	"Tennessee"	"47"	473
	"Cecum"	"21041"	"Texas"	"48"	1284
	"Cecum"	"21041"	"Utah"	"49"	103
	"Cecum"	"21041"	"Vermont"	"50"	50
	"Cecum"	"21041"	"Virginia"	"51"	484
	"Cecum"	"21041"	"Washington"	"53"	423
	"Cecum"	"21041"	"West Virginia"	"54"	194
	"Cecum"	"21041"	"Wisconsin"	"55"	421
	"Cecum"	"21041"	"Wyoming"	"56"	43
	"Appendix"	"21042"	"Alabama"	"01"	45
	"Appendix"	"21042"	"Arizona"	"04"	36
	"Appendix"	"21042"	"Arkansas"	"05"	20
	"Appendix"	"21042"	"California"	"06"	254
	"Appendix"	"21042"	"Colorado"	"08"	42
	"Appendix"	"21042"	"Connecticut"	"09"	67
	"Appendix"	"21042"	"Florida"	"12"	162
	"Appendix"	"21042"	"Georgia"	"13"	77
	"Appendix"	"21042"	"Illinois"	"17"	135
	"Appendix"	"21042"	"Indiana"	"18"	47
	"Appendix"	"21042"	"Iowa"	"19"	29
	"Appendix"	"21042"	"Kansas"	"20"	30
	"Appendix"	"21042"	"Kentucky"	"21"	47
	"Appendix"	"21042"	"Louisiana"	"22"	26
	"Appendix"	"21042"	"Maine"	"23"	16
	"Appendix"	"21042"	"Maryland"	"24"	60
	"Appendix"	"21042"	"Massachusetts"	"25"	76
	"Appendix"	"21042"	"Michigan"	"26"	83
	"Appendix"	"21042"	"Minnesota"	"27"	54
	"Appendix"	"21042"	"Mississippi"	"28"	23
	"Appendix"	"21042"	"Missouri"	"29"	64
	"Appendix"	"21042"	"New Jersey"	"34"	100
	"Appendix"	"21042"	"New York"	"36"	214
	"Appendix"	"21042"	"North Carolina"	"37"	86
	"Appendix"	"21042"	"Ohio"	"39"	120
	"Appendix"	"21042"	"Oklahoma"	"40"	34
	"Appendix"	"21042"	"Oregon"	"41"	44
	"Appendix"	"21042"	"Pennsylvania"	"42"	137
	"Appendix"	"21042"	"South Carolina"	"45"	49
	"Appendix"	"21042"	"Tennessee"	"47"	68
	"Appendix"	"21042"	"Texas"	"48"	163
	"Appendix"	"21042"	"Utah"	"49"	23
	"Appendix"	"21042"	"Virginia"	"51"	68
	"Appendix"	"21042"	"Washington"	"53"	35
	"Appendix"	"21042"	"West Virginia"	"54"	16
	"Appendix"	"21042"	"Wisconsin"	"55"	67
	"Ascending Colon"	"21043"	"Alabama"	"01"	288
	"Ascending Colon"	"21043"	"Alaska"	"02"	31
	"Ascending Colon"	"21043"	"Arizona"	"04"	318
	"Ascending Colon"	"21043"	"Arkansas"	"05"	198
	"Ascending Colon"	"21043"	"California"	"06"	1890
	"Ascending Colon"	"21043"	"Colorado"	"08"	242
	"Ascending Colon"	"21043"	"Connecticut"	"09"	249
	"Ascending Colon"	"21043"	"Delaware"	"10"	63
	"Ascending Colon"	"21043"	"District of Columbia"	"11"	35
	"Ascending Colon"	"21043"	"Florida"	"12"	1415
	"Ascending Colon"	"21043"	"Georgia"	"13"	535
	"Ascending Colon"	"21043"	"Hawaii"	"15"	82
	"Ascending Colon"	"21043"	"Idaho"	"16"	65
	"Ascending Colon"	"21043"	"Illinois"	"17"	905
	"Ascending Colon"	"21043"	"Indiana"	"18"	468
	"Ascending Colon"	"21043"	"Iowa"	"19"	232
	"Ascending Colon"	"21043"	"Kansas"	"20"	225
	"Ascending Colon"	"21043"	"Kentucky"	"21"	317
	"Ascending Colon"	"21043"	"Louisiana"	"22"	345
	"Ascending Colon"	"21043"	"Maine"	"23"	108
	"Ascending Colon"	"21043"	"Maryland"	"24"	357
	"Ascending Colon"	"21043"	"Massachusetts"	"25"	426
	"Ascending Colon"	"21043"	"Michigan"	"26"	683
	"Ascending Colon"	"21043"	"Minnesota"	"27"	366
	"Ascending Colon"	"21043"	"Mississippi"	"28"	214
	"Ascending Colon"	"21043"	"Missouri"	"29"	477
	"Ascending Colon"	"21043"	"Montana"	"30"	77
	"Ascending Colon"	"21043"	"Nebraska"	"31"	139
	"Ascending Colon"	"21043"	"Nevada"	"32"	128
	"Ascending Colon"	"21043"	"New Hampshire"	"33"	58
	"Ascending Colon"	"21043"	"New Jersey"	"34"	701
	"Ascending Colon"	"21043"	"New Mexico"	"35"	98
	"Ascending Colon"	"21043"	"New York"	"36"	1362
	"Ascending Colon"	"21043"	"North Carolina"	"37"	590
	"Ascending Colon"	"21043"	"North Dakota"	"38"	44
	"Ascending Colon"	"21043"	"Ohio"	"39"	710
	"Ascending Colon"	"21043"	"Oklahoma"	"40"	238
	"Ascending Colon"	"21043"	"Oregon"	"41"	218
	"Ascending Colon"	"21043"	"Pennsylvania"	"42"	970
	"Ascending Colon"	"21043"	"Rhode Island"	"44"	74
	"Ascending Colon"	"21043"	"South Carolina"	"45"	278
	"Ascending Colon"	"21043"	"South Dakota"	"46"	82
	"Ascending Colon"	"21043"	"Tennessee"	"47"	443
	"Ascending Colon"	"21043"	"Texas"	"48"	1167
	"Ascending Colon"	"21043"	"Utah"	"49"	87
	"Ascending Colon"	"21043"	"Vermont"	"50"	30
	"Ascending Colon"	"21043"	"Virginia"	"51"	411
	"Ascending Colon"	"21043"	"Washington"	"53"	355
	"Ascending Colon"	"21043"	"West Virginia"	"54"	132
	"Ascending Colon"	"21043"	"Wisconsin"	"55"	387
	"Ascending Colon"	"21043"	"Wyoming"	"56"	33
	"Hepatic Flexure"	"21044"	"Alabama"	"01"	98
	"Hepatic Flexure"	"21044"	"Arizona"	"04"	66
	"Hepatic Flexure"	"21044"	"Arkansas"	"05"	55
	"Hepatic Flexure"	"21044"	"California"	"06"	489
	"Hepatic Flexure"	"21044"	"Colorado"	"08"	64
	"Hepatic Flexure"	"21044"	"Connecticut"	"09"	58
	"Hepatic Flexure"	"21044"	"Delaware"	"10"	19
	"Hepatic Flexure"	"21044"	"Florida"	"12"	376
	"Hepatic Flexure"	"21044"	"Georgia"	"13"	109
